"﻿""PR""",URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,No. of redirect inlinks,No. of all inlinks,First found at
0,http://www.servicesartisans.fr/,,text/plain,false,308,0,https://www.servicesartisans.fr/https://servicesartisans.fr/,301200,2,https://www.servicesartisans.fr/,301,0,0,
